flow,hs4,hs6,hs_full,category,hs6_rule,status,ippi_napcs,hs6_desc,hs_full_desc,note
imports,8536,853650,8536501100,Medium-Voltage Switchgear,drop,not_used,38123,"Electrical switches for a voltage not exceeding 1,000 volts, nes","Motor starter switches, for use with machinery or equipment, voltage <= 1000 V",
imports,8536,853650,8536501200,Medium-Voltage Switchgear,drop,not_used,38123,"Electrical switches for a voltage not exceeding 1,000 volts, nes","Motor starter switches, for automotive use, voltage <= 1000 V",
imports,8536,853650,8536501900,Medium-Voltage Switchgear,drop,not_used,38123,"Electrical switches for a voltage not exceeding 1,000 volts, nes","Motor starter switches, nes, voltage <= 1000 V",
imports,8536,853650,8536502000,Medium-Voltage Switchgear,drop,not_used,38123,"Electrical switches for a voltage not exceeding 1,000 volts, nes","Elec-mech snap-action switches f current <= 11 A,electro switches,etc, <= 1000 V",
imports,8536,853650,8536509011,Medium-Voltage Switchgear,drop,exclude,38123,"Electrical switches for a voltage not exceeding 1,000 volts, nes","Push-button switches,for use with machinery or equipment, voltage <= 1000 V",Push-button switches for machinery/equipment — industrial controls.
imports,8536,853650,8536509019,Medium-Voltage Switchgear,drop,exclude,38123,"Electrical switches for a voltage not exceeding 1,000 volts, nes","Push-button switches, o/t for use w machinery/equipment, voltage <= 1000 V, nes","Push-button switches — machine/equipment controls, behind the meter."
imports,8536,853650,8536509020,Medium-Voltage Switchgear,drop,exclude,38123,"Electrical switches for a voltage not exceeding 1,000 volts, nes","High pressure and float switches, o/t for dishwashers, voltage <= 1000 V","High-pressure/float switches — appliance/pump controls, behind the meter."
imports,8536,853650,8536509030,Medium-Voltage Switchgear,drop,exclude,38123,"Electrical switches for a voltage not exceeding 1,000 volts, nes","Rotary switches, nes, for a voltage <= 1000 V","Rotary switches — equipment control switches, not grid."
imports,8536,853650,8536509040,Medium-Voltage Switchgear,drop,exclude,38123,"Electrical switches for a voltage not exceeding 1,000 volts, nes","Snap-action switches, other than limit, nes, for a voltage <= 1000 V","Snap-action switches — machine control, not grid."
imports,8536,853650,8536509050,Medium-Voltage Switchgear,drop,exclude,38123,"Electrical switches for a voltage not exceeding 1,000 volts, nes","Knife switches, nes, for a voltage <= 1000 V","Knife switches, nes ≤1 kV — general equipment/industrial use."
imports,8536,853650,8536509060,Medium-Voltage Switchgear,drop,exclude,38123,"Electrical switches for a voltage not exceeding 1,000 volts, nes","Limit switches, nes, for a voltage <= 1000 V","Limit switches — machine automation, not grid."
imports,8536,853650,8536509090,Medium-Voltage Switchgear,drop,exclude,38123,"Electrical switches for a voltage not exceeding 1,000 volts, nes","Other switches, nes, for a voltage <= 1000 V","Generic ≤1 kV switches, nes — dominated by building/industrial/appliance use, not utility distribution."
imports,8536,853650,8536509111,Medium-Voltage Switchgear,drop,not_used,38123,"Electrical switches for a voltage not exceeding 1,000 volts, nes","Push-button switches,for use with machinery or equipment, voltage <= 1000 V",
imports,8536,853650,8536509119,Medium-Voltage Switchgear,drop,not_used,38123,"Electrical switches for a voltage not exceeding 1,000 volts, nes","Push-button switches, o/t for use w machinery/equipment, voltage <= 1000 V, nes",
imports,8536,853650,8536509120,Medium-Voltage Switchgear,drop,not_used,38123,"Electrical switches for a voltage not exceeding 1,000 volts, nes","High pressure and float switches, o/t for dishwashers, voltage <= 1000 V",
imports,8536,853650,8536509190,Medium-Voltage Switchgear,drop,not_used,38123,"Electrical switches for a voltage not exceeding 1,000 volts, nes","Electrical cntc/cam type/magnt contactors, etc,switches, voltage <= 1000 V, nes",
imports,8536,853650,8536509200,Medium-Voltage Switchgear,drop,not_used,38123,"Electrical switches for a voltage not exceeding 1,000 volts, nes","Switches, automotive use, voltage <= 1000 V, nes",
imports,8536,853650,8536509910,Medium-Voltage Switchgear,drop,not_used,38123,"Electrical switches for a voltage not exceeding 1,000 volts, nes","Rotary switches, nes, for a voltage <= 1000 V",
imports,8536,853650,8536509911,Medium-Voltage Switchgear,drop,not_used,38123,"Electrical switches for a voltage not exceeding 1,000 volts, nes","Rotary switches, for use with machinery or equipment, voltage <= 1000 V",
imports,8536,853650,8536509912,Medium-Voltage Switchgear,drop,not_used,38123,"Electrical switches for a voltage not exceeding 1,000 volts, nes","Snap-action switches,o/t limit,use with machinery or equipment,voltage <= 1000V",
imports,8536,853650,8536509913,Medium-Voltage Switchgear,drop,not_used,38123,"Electrical switches for a voltage not exceeding 1,000 volts, nes","Knife switches, for use with machinery or equipment, voltage <= 1000 V",
imports,8536,853650,8536509914,Medium-Voltage Switchgear,drop,not_used,38123,"Electrical switches for a voltage not exceeding 1,000 volts, nes","Limit switches, for use with machinery or equipment, voltage <= 1000 V",
imports,8536,853650,8536509919,Medium-Voltage Switchgear,drop,not_used,38123,"Electrical switches for a voltage not exceeding 1,000 volts, nes","Electrical switches, for use with machinery or equipment,voltage <= 1000 V, nes",
imports,8536,853650,8536509920,Medium-Voltage Switchgear,drop,not_used,38123,"Electrical switches for a voltage not exceeding 1,000 volts, nes","Snap-action switches, other than limit, nes, for a voltage <= 1000 V",
imports,8536,853650,8536509930,Medium-Voltage Switchgear,drop,not_used,38123,"Electrical switches for a voltage not exceeding 1,000 volts, nes","Knife switches, nes, for a voltage <= 1000 V",
imports,8536,853650,8536509940,Medium-Voltage Switchgear,drop,not_used,38123,"Electrical switches for a voltage not exceeding 1,000 volts, nes","Limit switches, nes, for a voltage <= 1000 V",
imports,8536,853650,8536509980,Medium-Voltage Switchgear,drop,not_used,38123,"Electrical switches for a voltage not exceeding 1,000 volts, nes","Other rotary switches, voltage <= 1000 V, nes",
imports,8536,853650,8536509990,Medium-Voltage Switchgear,drop,not_used,38123,"Electrical switches for a voltage not exceeding 1,000 volts, nes","Other switches, nes, for a voltage <= 1000 V",
imports,8536,853690,8536900010,Medium-Voltage Switchgear,drop,exclude,38123,"Electrical app for switching or protec elec circuits, not exceed 1,000 V, nes","Electrical junction boxes, for switching/conn to/in elec circuit,vltge <=1,000 V","Electrical junction boxes — building wiring, behind the meter."
imports,8536,853690,8536900020,Medium-Voltage Switchgear,drop,exclude,38123,"Electrical app for switching or protec elec circuits, not exceed 1,000 V, nes","Terminals,elec splices & couplings,for swchg/conn to/in elec crt,vltge <=1,000V","Terminals, splices and couplings — wiring accessories, not installed grid equipment."
imports,8536,853690,8536900090,Medium-Voltage Switchgear,drop,exclude,38123,"Electrical app for switching or protec elec circuits, not exceed 1,000 V, nes","Electrical apparatus,f making connections to/in electrical circuits,<=1,000V,nes","Apparatus for making connections, nes — wiring connectors/accessories, not grid switchgear."
imports,8537,853710,8537101100,Protection & Control panels,whole,exclude,38123,"Boards, panels, including numerical control panels, for a voltage <=1,000 V","Numer cntl panel, built-in auto data process,<=1000 V,assem w out hsng/sup etc",Numerical-control panels with data processing — CNC/IT.
imports,8537,853710,8537101910,Protection & Control panels,whole,exclude,38123,"Boards, panels, including numerical control panels, for a voltage <=1,000 V","Numerical control panel,built-in auto data process, for machy/equip, <= 1000 V",Numerical-control panels for machinery — CNC control.
imports,8537,853710,8537101990,Protection & Control panels,whole,exclude,38123,"Boards, panels, including numerical control panels, for a voltage <=1,000 V","Numerical control panel, built-in auto data process, nes, <= 1000 V","Numerical-control panels with built-in data processing — CNC/IT, not grid."
imports,8537,853710,8537102100,Protection & Control panels,whole,exclude,38123,"Boards, panels, including numerical control panels, for a voltage <=1,000 V","Motor control centres, for automotive use, voltage <= 1000 V",Motor control centres for automotive use — automotive.
imports,8537,853710,8537102910,Protection & Control panels,whole,exclude,38123,"Boards, panels, including numerical control panels, for a voltage <=1,000 V","Motor control centres, for use with machinery or equipment, voltage <= 1000 V","Motor control centres for machinery — industrial motor control, behind the meter."
imports,8537,853710,8537102990,Protection & Control panels,whole,exclude,38123,"Boards, panels, including numerical control panels, for a voltage <=1,000 V","Motor control centres, nes, voltage <= 1000 V","Motor control centres, nes — industrial motor control."
imports,8537,853710,8537103100,Protection & Control panels,whole,exclude,38123,"Boards, panels, including numerical control panels, for a voltage <=1,000 V","Automated industrial control systems, o/t panels for anode formers, <= 1000 V",Automated industrial control systems — industrial.
imports,8537,853710,8537103910,Protection & Control panels,whole,exclude,38123,"Boards, panels, including numerical control panels, for a voltage <=1,000 V","Other board/panel,ass w outer housing/support goods No 84.21,etc, <= 1000 V,nes",Panels with housing of HS 84.21 machinery — equipment.
imports,8537,853710,8537103991,Protection & Control panels,whole,exclude,38123,"Boards, panels, including numerical control panels, for a voltage <=1,000 V","Panel boards and distribution boards,voltage <= 1000 V,f use w mchy/equip,nes",Panel/distribution boards for use with machinery/equipment — industrial.
imports,8537,853710,8537103992,Protection & Control panels,whole,exclude,38123,"Boards, panels, including numerical control panels, for a voltage <=1,000 V","Programmable controllers,voltage <= 1000 V,for use with machinery/equipment,nes",Programmable controllers for machinery/equipment — industrial PLCs.
imports,8537,853710,8537103999,Protection & Control panels,whole,exclude,38123,"Boards, panels, including numerical control panels, for a voltage <=1,000 V","Boards,panels,consoles,for control/distr elec,vltg<=1000V,use w mchy/equip, nes",Control/distribution boards for use with machinery/equipment — industrial.
imports,8537,853710,8537109100,Protection & Control panels,whole,exclude,38123,"Boards, panels, including numerical control panels, for a voltage <=1,000 V","Other board/panel,ass w outer housing/support of goods No 84.21,etc,<=1000V,nes",Panels assembled with housing of HS 84.21 machinery (filtering/centrifuges) — equipment.
imports,8537,853710,8537109300,Protection & Control panels,whole,uncertain,38123,"Boards, panels, including numerical control panels, for a voltage <=1,000 V","Panel boards and distribution boards, voltage <= 1000 V, nes","Panelboards and distribution boards ≤1 kV, nes — building/facility distribution vs LV utility distribution. Unresolvable."
imports,8537,853710,8537109920,Protection & Control panels,whole,exclude,38123,"Boards, panels, including numerical control panels, for a voltage <=1,000 V","Programmable controllers, nes, voltage <= 1000 V","Programmable controllers (PLCs), nes — industrial automation, not grid control."
imports,8537,853710,8537109930,Protection & Control panels,whole,exclude,38123,"Boards, panels, including numerical control panels, for a voltage <=1,000 V","Metal clad ind switchgear, o/t flmpf elec switchgear, use in mine,<= 1000V,nes",Metal-clad switchgear for use in mines ≤1 kV — industrial/mining.
imports,8537,853710,8537109990,Protection & Control panels,whole,uncertain,38123,"Boards, panels, including numerical control panels, for a voltage <=1,000 V","Other boards,panels,consoles,control/distribution electricity,vltge<=1000V,nes","Boards/panels/consoles ≤1 kV, nes — the 48% catch-all; mixes utility LV distribution boards with factory and building panels. Grid share cannot be isolated."
imports,8537,853720,8537200010,Protection & Control panels,whole,keep,38123,"Boards, panels, including numerical control panels, for a voltage > 1,000 V","Switchgear assemblies and switchboards, voltage > 1000 V",
imports,8537,853720,8537200090,Protection & Control panels,whole,keep,38123,"Boards, panels, including numerical control panels, for a voltage > 1,000 V","Boards,panels,consoles,for control/distribution of electricity,vltge >1000V,nes",
imports,8544,854411,8544110010,Raw Materials,whole,keep,322,"Winding wire, insulated, of copper, electric, including enamelled or anodized","Insulated electrical winding wire,copper,incl enam/anod,diam <= 0.18mm (33 AWG)",
imports,8544,854411,8544110020,Raw Materials,whole,keep,322,"Winding wire, insulated, of copper, electric, including enamelled or anodized","Insul elec winding wire,Cu,incl enam/anod,diam >0.18mm (33 AWG) <=0.64mm(22 AWG)",
imports,8544,854411,8544110030,Raw Materials,whole,keep,322,"Winding wire, insulated, of copper, electric, including enamelled or anodized","Insulated elec winding wire,of copper,incl enamelled/anod,diam >0.64 mm (22 AWG)",
imports,8544,854419,8544190000,Raw Materials,whole,keep,322,"Winding wire, insulated, o/t of copper, electric, including enamelled/anodized","Winding wire, insulated, o/t of copper, electric, including enamelled/anodized",
imports,8544,854420,8544200000,Underground / Submarine Cable,drop,exclude,38121,Co-axial cable and other co-axial electric conductors,Co-axial cable and other co-axial electric conductors,"Coaxial cable — data/telecom/signal, not power cable."
imports,8544,854442,8544420000,Underground / Submarine Cable,drop,not_used,38121,"Electric conductors, insulated, for a voltage <= 1,000 V, fitted with connectors","Electric conductors, insulated, for a voltage <= 1,000 V, fitted with connectors",
imports,8544,854442,8544420010,Underground / Submarine Cable,drop,exclude,38121,"Electric conductors, insulated, for a voltage <= 1,000 V, fitted with connectors","Electrical conductors, USB type cable, for a voltage not exceeding 5 V",USB-type cable ≤5 V — consumer electronics data cable.
imports,8544,854442,8544420090,Underground / Submarine Cable,drop,exclude,38121,"Electric conductors, insulated, for a voltage <= 1,000 V, fitted with connectors","Electrical conductors, nes","Conductors fitted with connectors, nes — cordsets/harnesses/patch leads, not grid cable."
imports,8544,854449,8544490011,Underground / Submarine Cable,whole,keep,38121,"Insulated conductors, ≤ 1,000 V, not fitted with connectors","Other insulated electric conductors, of copper, voltage > 600 V but <= 1,000 V",
imports,8544,854449,8544490019,Underground / Submarine Cable,whole,uncertain,38121,"Insulated conductors, ≤ 1,000 V, not fitted with connectors","Other insulated electric conductors, of copper, voltage <= 600 V","Insulated copper conductors ≤600 V — mostly building/hookup wire, but may include LV service cable up to the meter. Cannot isolate the grid share."
imports,8544,854449,8544490090,Underground / Submarine Cable,whole,uncertain,38121,"Insulated conductors, ≤ 1,000 V, not fitted with connectors","Other insulated electric conductors, o/t copper, voltage <= 1,000 V, nes","Insulated conductors (o/t copper) ≤1,000 V, nes — mixed building wire and possible LV distribution/service cable. Unresolvable at HS-10."
imports,8544,854460,8544600011,Underground / Submarine Cable,whole,keep,38121,"Electric conductors, insulated, for a voltage exceeding 1,000 V, nes","Insulated electric conductors, copper, voltage > 1000 V, fitted with conectors",
imports,8544,854460,8544600019,Underground / Submarine Cable,whole,keep,38121,"Electric conductors, insulated, for a voltage exceeding 1,000 V, nes","Insulated electric conductors, o/t copper, voltage >1000 V, fitted w connectors",
imports,8544,854460,8544600091,Underground / Submarine Cable,whole,keep,38121,"Electric conductors, insulated, for a voltage exceeding 1,000 V, nes","Insulated electric conductors, of copper, voltage > 1000 V, nes",
imports,8544,854460,8544600099,Underground / Submarine Cable,whole,keep,38121,"Electric conductors, insulated, for a voltage exceeding 1,000 V, nes","Insulated electric conductors, o/t copper, voltage > 1000 V, nes",
imports,8544,854460,8544601000,Underground / Submarine Cable,whole,keep,38121,"Electric conductors, insulated, for a voltage exceeding 1,000 V, nes","Insul elect conduc,vltge>1000 V,flmpf f mines;submarine cables,f vltge > 235Kv",
imports,8544,854460,8544609100,Underground / Submarine Cable,whole,keep,38121,"Electric conductors, insulated, for a voltage exceeding 1,000 V, nes","Insulated electric conductors, voltage > 1000 V, for mining, recov/prod oil,etc",
imports,8544,854460,8544609911,Underground / Submarine Cable,whole,keep,38121,"Electric conductors, insulated, for a voltage exceeding 1,000 V, nes","Insulated electric conductors, copper, voltage > 1000 V, fitted with conectors",
imports,8544,854460,8544609919,Underground / Submarine Cable,whole,keep,38121,"Electric conductors, insulated, for a voltage exceeding 1,000 V, nes","Insulated electric conductors, o/t copper, voltage >1000 V, fitted w connectors",
imports,8544,854460,8544609991,Underground / Submarine Cable,whole,keep,38121,"Electric conductors, insulated, for a voltage exceeding 1,000 V, nes","Insulated electric conductors, of copper, voltage > 1000 V, nes",
imports,8544,854460,8544609999,Underground / Submarine Cable,whole,keep,38121,"Electric conductors, insulated, for a voltage exceeding 1,000 V, nes","Insulated electric conductors, o/t copper, voltage > 1000 V, nes",
imports,8546,854610,8546100000,Raw Materials,whole,keep,29111,"Insulators, electrical, of glass","Insulators, electrical, of glass",
imports,8546,854610,8546100010,Raw Materials,whole,keep,29111,"Insulators, electrical, of glass","Electrical insulators of glass, used for transmission of electrical energy",
imports,8546,854610,8546100090,Raw Materials,whole,keep,29111,"Insulators, electrical, of glass","Electrical insulators of glass,o/t for the transmission of electrical energy",
imports,8546,854620,8546200010,Raw Materials,whole,keep,29111,Electrical insulators of ceramics,"Electrical insulators of ceramic,used for transmission of electrical energy",
imports,8546,854620,8546200090,Raw Materials,whole,keep,29111,Electrical insulators of ceramics,"Electrical insulators of ceramic,o/t for transmission of electrical energy",
imports,8546,854690,8546900010,Raw Materials,whole,keep,29111,"Electrical insulators, nes","Electrical insulators of mat,o/t glass/ceramic,used trans elec energy,nes",
imports,8546,854690,8546900090,Raw Materials,whole,keep,29111,"Electrical insulators, nes","Electrical insulators of mat o/t glass/ceramic,o/t for trans elec energy,nes",
imports,8547,854710,8547100000,Raw Materials,whole,keep,29111,"Insulating fittings of ceramics for elec machines, appliances or equipment","Insulating fittings of ceramics, for electrical machines, appliances or equipment  Pièces isolantes en céramique,pr machines,appareils ou installations électriques",
imports,8547,854720,8547200000,Raw Materials,whole,keep,29111,"Insulating fittings of plastics for elec machines, appliances or equipment","Insulating fittings of plastics for electrical machines, appliances or equipment",
imports,8547,854790,8547900010,Raw Materials,whole,keep,29111,"Insulating fittings for electrical mach appliances or equipment, nes","Electrical conduit tubing, of base metal lined with insulating material, nes",
imports,8547,854790,8547900020,Raw Materials,whole,keep,29111,"Insulating fittings for electrical mach appliances or equipment, nes","Electrical threaded joints, of base metal lined with insulating material, nes",
imports,8547,854790,8547900030,Raw Materials,whole,keep,29111,"Insulating fittings for electrical mach appliances or equipment, nes","Other electrical insulating fittings,of base metal lined w insulg mat,nes",
imports,8547,854790,8547900090,Raw Materials,whole,keep,29111,"Insulating fittings for electrical mach appliances or equipment, nes","Other electrical fittings,tubing & joints, base metal lined w insulating mat,nes",
imports,9030,903031,9030310000,,drop,not_used,P73,"Multimeters,w/o recording device,meas/chk vltge/curr/etc,o/t semicon wafers/dev","Multimeters, w/o recording device,meas/chk vltge/curr/etc,o/t semicon wafers/dev",
imports,9030,903031,9030310010,,drop,not_used,P73,"Multimeters,w/o recording device,meas/chk vltge/curr/etc,o/t semicon wafers/dev","Multimeters, portable or panel indicating type, without a recording device",
imports,9030,903031,9030310090,,drop,not_used,P73,"Multimeters,w/o recording device,meas/chk vltge/curr/etc,o/t semicon wafers/dev","Multimeters, without a recording device, excl portable or panel indicating type",
imports,9030,903032,9030320000,,drop,not_used,P73,"Multimeters,with recording device,meas/chk vltge/curr/etc,o/t semicon wafers/dev","Multimeters,with recording device,meas/chk vltge/curr/etc,o/t semicon wafers/dev",
imports,9030,903033,9030330010,,drop,not_used,P73,"Inst & app,f meas/checking voltage,curr, resis or power,w/o recording dev,nes","Instruments & app,for meas/checking voltage/current/resistance,w/o rec device",
imports,9030,903033,9030330090,,drop,not_used,P73,"Inst & app,f meas/checking voltage,curr, resis or power,w/o recording dev,nes","Inst & app,w/o rec dev, o/t meas/chk vltge/curr/resist/pwr & o/t semicon waf/dev",
imports,9030,903039,9030390000,,drop,not_used,P73,"Inst & app, for measuring or checking voltage, current, etc, w/o a record dev","Instruments & app, w rec dev,meas/chk vltge/curr/resist/pwr, o/t semicon waf/dev",
imports,9030,903084,9030840000,,drop,not_used,P73,"Inst & app,for measuring or checking elec quantities,with recording device,nes","Inst & app,for measuring or checking elec quantities,with recording device,nes",
imports,9030,903089,9030890010,,drop,not_used,P73,"Instruments and apparatus for measuring or checking electrical quantities, nes","Electrical instruments and app for measuring/checking electrical quantities, nes",
imports,9030,903089,9030890090,,drop,not_used,P73,"Instruments and apparatus for measuring or checking electrical quantities, nes","Spectrum analyzers,instr & app fmeas/checking electrical qty o/t of No 90.28,nes",
