REF_DATE,GEO,DGUID,North American Product Classification System (NAPCS),UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2022-12,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,139.3,,,,1
2023-01,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,142.1,,,,1
2023-02,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,143.7,,,,1
2023-03,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,143.8,,,,1
2023-04,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,143,,,,1
2023-05,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,144.3,,,,1
2023-06,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,144.3,,,,1
2023-07,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,143.5,,,,1
2023-08,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,143.4,,,,1
2023-09,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,143.2,,,,1
2023-10,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,141.8,,,,1
2023-11,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,142.1,,,,1
2023-12,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,141.1,,,,1
2024-01,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,156.2,,,,1
2024-02,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,154.4,,,,1
2024-03,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,155.9,,,,1
2024-04,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,155.4,,,,1
2024-05,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,155.5,,,,1
2024-06,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,155.2,,,,1
2024-07,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,154.8,,,,1
2024-08,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,157.3,,,,1
2024-09,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,159.3,,,,1
2024-10,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,163.3,,,,1
2024-11,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,165.1,,,,1
2024-12,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,164.3,,,,1
2025-01,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,160.7,,,,1
2025-02,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,162.8,,,,1
2025-03,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,162.8,,,,1
2025-04,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,164.8,,,,1
2025-05,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,163.9,,,,1
2025-06,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,161.6,,,,1
2025-07,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,162.2,,,,1
2025-08,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,159.6,,,,1
2025-09,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,162.5,,,,1
2025-10,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,166.4,,,,1
2025-11,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,169.2,,,,1
2025-12,Canada,2021A000011124,"Power, distribution and other transformers, and transformer parts [38122]","Index, 202001=100",403,units,0,v1230996291,1.285,167.1,,,,1
2016-01,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,98.7,,,,1
2016-02,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,98.7,,,,1
2016-03,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,98.7,,,,1
2016-04,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,98.6,,,,1
2016-05,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,98.6,,,,1
2016-06,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,98.6,,,,1
2016-07,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,96.8,,,,1
2016-08,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,96.8,,,,1
2016-09,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,96.8,,,,1
2016-10,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,97.2,,,,1
2016-11,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,97.2,,,,1
2016-12,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,97.1,,,,1
2017-01,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,98.8,,,,1
2017-02,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,98.8,,,,1
2017-03,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,98.8,,,,1
2017-04,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,100.1,,,,1
2017-05,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,100.1,,,,1
2017-06,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,100.1,,,,1
2017-07,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,100.9,,,,1
2017-08,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,100.9,,,,1
2017-09,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,100.9,,,,1
2017-10,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,99.8,,,,1
2017-11,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,99.8,,,,1
2017-12,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,99.8,,,,1
2018-01,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,100.3,,,,1
2018-02,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,100.3,,,,1
2018-03,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,100.3,,,,1
2018-04,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,100.9,,,,1
2018-05,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,100.9,,,,1
2018-06,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,100.9,,,,1
2018-07,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,101.4,,,,1
2018-08,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,101.5,,,,1
2018-09,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,101.5,,,,1
2018-10,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,100.3,,,,1
2018-11,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,100.3,,,,1
2018-12,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,100.3,,,,1
2019-01,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,99.9,,,,1
2019-02,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,100.1,,,,1
2019-03,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,100.1,,,,1
2019-04,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,101.3,,,,1
2019-05,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,101.3,,,,1
2019-06,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,101.3,,,,1
2019-07,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,101.5,,,,1
2019-08,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,101.3,,,,1
2019-09,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,101,,,,1
2019-10,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,99.9,,,,1
2019-11,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,100,,,,1
2019-12,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,100,,,,1
2020-01,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,100,,,,1
2020-02,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,100,,,,1
2020-03,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,100,,,,1
2020-04,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,100,,,,1
2020-05,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,100,,,,1
2020-06,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,100,,,,1
2020-07,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,101,,,,1
2020-08,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,101,,,,1
2020-09,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,101,,,,1
2020-10,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,100.8,,,,1
2020-11,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,100.8,,,,1
2020-12,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,100.8,,,,1
2021-01,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,100.8,,,,1
2021-02,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,101,,,,1
2021-03,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,101.1,,,,1
2021-04,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,101.2,,,,1
2021-05,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,101.2,,,,1
2021-06,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,101.2,,,,1
2021-07,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,101.2,,,,1
2021-08,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,101.2,,,,1
2021-09,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,101.2,,,,1
2021-10,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,113.6,,,,1
2021-11,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,113.6,,,,1
2021-12,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,114.2,,,,1
2022-01,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,114.4,,,,1
2022-02,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,114.4,,,,1
2022-03,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,114.4,,,,1
2022-04,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,126.2,,,,1
2022-05,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,127.1,,,,1
2022-06,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,127.1,,,,1
2022-07,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,136,,,,1
2022-08,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,136,,,,1
2022-09,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,136.6,,,,1
2022-10,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,135.6,,,,1
2022-11,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,135.6,,,,1
2022-12,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,135.6,,,,1
2023-01,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,140.1,,,,1
2023-02,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,140.1,,,,1
2023-03,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,140.1,,,,1
2023-04,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,140.8,,,,1
2023-05,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,140.8,,,,1
2023-06,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,140.8,,,,1
2023-07,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,140.3,,,,1
2023-08,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,140.3,,,,1
2023-09,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,140.3,,,,1
2023-10,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,138.7,,,,1
2023-11,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,138.7,,,,1
2023-12,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,138.7,,,,1
2024-01,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,153.2,,,,1
2024-02,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,153.2,,,,1
2024-03,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,153.2,,,,1
2024-04,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,152.5,,,,1
2024-05,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,152.5,,,,1
2024-06,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,152.5,,,,1
2024-07,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,152.5,,,,1
2024-08,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,152.5,,,,1
2024-09,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,152.5,,,,1
2024-10,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,152.6,,,,1
2024-11,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,152.6,,,,1
2024-12,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,152.6,,,,1
2025-01,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,152.6,,,,1
2025-02,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,152.6,,,,1
2025-03,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,152.6,,,,1
2025-04,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,154.3,,,,1
2025-05,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,154.3,,,,1
2025-06,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,154.3,,,,1
2025-07,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,154.3,,,,1
2025-08,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,154.3,,,,1
2025-09,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,154.3,,,,1
2025-10,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,157.7,,,,1
2025-11,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,157.7,,,,1
2025-12,Canada,2021A000011124,Power and distribution transformers [381221],"Index, 202001=100",403,units,0,v1324952516,1.381,157.7,,,,1
2016-01,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,,,,1
2016-02,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,,,,1
2016-03,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,,,,1
2016-04,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,,,,1
2016-05,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,,,,1
2016-06,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,,,,1
2016-07,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,,,,1
2016-08,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,,,,1
2016-09,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,,,,1
2016-10,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,,,,1
2016-11,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,,,,1
2016-12,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,,,,1
2017-01,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,,,,1
2017-02,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,,,,1
2017-03,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,,,,1
2017-04,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,,,,1
2017-05,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,,,,1
2017-06,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,,,,1
2017-07,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,,,,1
2017-08,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,,,,1
2017-09,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,,,,1
2017-10,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,,,,1
2017-11,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,,,,1
2017-12,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,,,,1
2018-01,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,,,,1
2018-02,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,,,,1
2018-03,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,,,,1
2018-04,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,E,,,1
2018-05,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,E,,,1
2018-06,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,E,,,1
2018-07,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,E,,,1
2018-08,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,E,,,1
2018-09,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,E,,,1
2018-10,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,E,,,1
2018-11,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,E,,,1
2018-12,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,E,,,1
2019-01,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,E,,,1
2019-02,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,E,,,1
2019-03,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,E,,,1
2019-04,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,E,,,1
2019-05,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,E,,,1
2019-06,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,E,,,1
2019-07,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,E,,,1
2019-08,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,E,,,1
2019-09,Canada,2021A000011124,"Switchgear, switchboards, relays, and industrial control apparatus [38123]","Index, 202001=100",403,units,0,v1230996292,1.286,99,E,,,1
